timestamp,status
2023/12/08 16:10:59,1
2023/12/08 16:11:10,1
2023/12/08 16:11:20,1
2023/12/08 16:11:31,1
2023/12/08 16:11:42,1
2023/12/08 16:11:53,1
2023/12/08 16:12:04,1
2023/12/08 16:12:14,1
2023/12/08 16:12:26,1
2023/12/08 16:12:37,1
2023/12/08 16:12:48,1
2023/12/08 16:12:59,1
2023/12/08 16:13:11,1
2023/12/08 16:13:22,1
2023/12/08 16:13:32,1
2023/12/08 16:13:45,0
2023/12/08 16:13:56,0
2023/12/08 16:14:07,0
2023/12/08 16:14:19,0
2023/12/08 16:14:30,0
2023/12/08 16:14:41,0
2023/12/08 16:14:52,0
2023/12/08 16:15:04,0
2023/12/08 16:15:15,0
2023/12/08 16:15:26,0
2023/12/08 16:15:38,0
2023/12/08 16:15:49,0
2023/12/08 16:16:00,0
2023/12/08 16:16:12,0
2023/12/08 16:16:23,0
2023/12/08 16:16:34,0
2023/12/08 16:16:46,0
2023/12/08 16:16:57,0
2023/12/08 16:17:08,0
2023/12/08 16:17:19,0
2023/12/08 16:17:31,0
2023/12/08 16:17:41,0
2023/12/08 16:17:52,0
2023/12/08 16:18:04,0
2023/12/08 16:18:14,1
2023/12/08 16:18:26,0
2023/12/08 16:18:37,0
2023/12/08 16:18:48,1
2023/12/08 16:18:59,1
2023/12/08 16:19:10,1
2023/12/08 16:19:20,1
2023/12/08 16:19:31,1
2023/12/08 16:19:42,1
2023/12/08 16:19:53,1
2023/12/08 16:20:03,1
2023/12/08 16:20:15,0
2023/12/08 16:20:26,0
2023/12/08 16:20:38,0
2023/12/08 16:20:49,0
2023/12/08 16:21:00,0
2023/12/08 16:21:11,0
2023/12/08 16:21:22,1
2023/12/08 16:21:33,1
2023/12/08 16:21:44,1
2023/12/08 16:21:55,1
2023/12/08 16:22:06,1
2023/12/08 16:22:17,1
2023/12/08 16:22:28,1
2023/12/08 16:22:39,0
2023/12/08 16:22:51,0
2023/12/08 16:23:03,0
2023/12/08 16:23:14,1
2023/12/08 16:23:25,0
2023/12/08 16:23:35,0
2023/12/08 16:23:47,0
2023/12/08 16:24:13,0
2023/12/08 16:24:24,0
2023/12/08 16:24:35,0
2023/12/08 16:24:46,0
2023/12/08 16:24:59,0
2023/12/08 16:25:10,0
2023/12/08 16:25:21,0
2023/12/08 16:25:32,0
2023/12/08 16:25:44,0
2023/12/08 16:25:55,0
2023/12/08 16:26:06,0
2023/12/08 16:26:17,1
2023/12/08 16:26:28,0
2023/12/08 16:26:39,1
2023/12/08 16:26:50,1
2023/12/08 16:27:01,1
2023/12/08 16:27:12,0
2023/12/08 16:27:23,0
2023/12/08 16:27:34,0
2023/12/08 16:27:45,1
2023/12/08 16:27:56,0
2023/12/08 16:28:08,0
2023/12/08 16:28:18,1
2023/12/08 16:28:29,1
2023/12/08 16:28:40,1
2023/12/08 16:28:51,1
2023/12/08 16:29:02,1
2023/12/08 16:29:12,1
2023/12/08 16:29:23,1
2023/12/08 16:29:34,1
2023/12/08 16:29:45,1
2023/12/08 16:29:56,1
2023/12/08 16:30:12,1
2023/12/08 16:30:22,1
2023/12/08 16:30:33,1
2023/12/08 16:30:44,1
2023/12/08 16:30:55,1
2023/12/08 16:31:05,1
2023/12/08 16:31:16,1
2023/12/08 16:31:27,1
2023/12/08 16:31:38,1
2023/12/08 16:31:48,1
2023/12/08 16:31:59,1
2023/12/08 16:32:10,1
2023/12/08 16:32:21,1
2023/12/08 16:32:32,1
2023/12/08 16:32:42,1
2023/12/08 16:32:53,1
2023/12/08 16:33:04,1
2023/12/08 16:33:15,1
2023/12/08 16:33:25,1
2023/12/08 16:33:36,1
2023/12/08 16:33:47,1
2023/12/08 16:33:58,1
2023/12/08 16:34:09,1
2023/12/08 16:34:20,1
2023/12/08 16:34:31,1
2023/12/08 16:34:42,1
2023/12/08 16:34:52,1
2023/12/08 16:35:03,1
2023/12/08 16:35:14,1
2023/12/08 16:35:25,1
2023/12/08 16:35:36,1
2023/12/08 16:35:46,1
2023/12/08 16:35:57,1
2023/12/08 16:36:08,1
2023/12/08 16:36:19,1
2023/12/08 16:36:29,1
2023/12/08 16:36:40,1
2023/12/08 16:36:51,1
2023/12/08 16:37:02,1
2023/12/08 16:37:12,1
2023/12/08 16:37:23,1
2023/12/08 16:37:34,1
2023/12/08 16:37:45,1
2023/12/08 16:37:56,1
2023/12/08 16:38:06,1
2023/12/08 16:38:17,1
2023/12/08 16:38:28,1
2023/12/08 16:38:39,1
2023/12/08 16:38:49,1
2023/12/08 16:39:00,1
2023/12/08 16:39:11,1
2023/12/08 16:39:22,1
2023/12/08 16:39:33,1
2023/12/08 16:39:43,1
2023/12/08 16:39:54,1
2023/12/08 16:40:05,1
2023/12/08 16:40:16,1
2023/12/08 16:40:26,1
2023/12/08 16:40:37,1
2023/12/08 16:40:48,1
2023/12/08 16:40:59,1
2023/12/08 16:41:09,1
2023/12/08 16:41:20,1
2023/12/08 16:41:31,1
2023/12/08 16:41:42,1
2023/12/08 16:41:52,1
2023/12/08 16:42:03,1
2023/12/08 16:42:14,1
2023/12/08 16:42:25,1
2023/12/08 16:42:36,1
2023/12/08 16:42:46,1
2023/12/08 16:42:57,1
2023/12/08 16:43:08,1
2023/12/08 16:43:19,1
2023/12/08 16:43:29,1
2023/12/08 16:43:40,1
2023/12/08 16:43:51,1
2023/12/08 16:44:02,1
2023/12/08 16:44:12,1
2023/12/08 16:44:24,1
2023/12/08 16:44:35,1
2023/12/08 16:44:46,1
2023/12/08 16:44:56,1
2023/12/08 16:45:07,1
2023/12/08 16:45:18,1
2023/12/08 16:45:29,1
2023/12/08 16:45:39,1
2023/12/08 16:45:50,1
2023/12/08 16:46:01,1
2023/12/08 16:46:12,1
2023/12/08 16:46:22,1
2023/12/08 16:46:33,1
2023/12/08 16:46:44,1
2023/12/08 16:46:55,1
2023/12/08 16:47:06,1
2023/12/08 16:47:16,1
2023/12/08 16:47:27,1
2023/12/08 16:47:38,1
2023/12/08 16:47:49,1
2023/12/08 16:47:59,1
2023/12/08 16:48:10,1
2023/12/08 16:48:21,1
2023/12/08 16:48:32,1
2023/12/08 16:48:42,1
2023/12/08 16:48:53,1
2023/12/08 16:49:04,1
2023/12/08 16:49:15,1
2023/12/08 16:49:26,1
2023/12/08 16:49:36,1
2023/12/08 16:49:47,1
2023/12/08 16:49:58,1
2023/12/08 16:50:09,1
2023/12/08 16:50:19,1
2023/12/08 16:50:30,1
2023/12/08 16:50:41,1
2023/12/08 16:50:52,1
2023/12/08 16:51:02,1
2023/12/08 16:51:13,1
2023/12/08 16:51:24,1
2023/12/08 16:51:35,1
2023/12/08 16:51:46,1
2023/12/08 16:51:56,1
2023/12/08 16:52:07,1
2023/12/08 16:52:18,1
2023/12/08 16:52:29,1
2023/12/08 16:52:40,1
2023/12/08 16:52:51,1
2023/12/08 16:53:01,1
2023/12/08 16:53:12,1
2023/12/08 16:53:23,1
2023/12/08 16:53:34,1
2023/12/08 16:53:44,1
2023/12/08 16:53:55,1
2023/12/08 16:54:06,1
2023/12/08 16:54:17,1
2023/12/08 16:54:28,1
2023/12/08 16:54:40,0
2023/12/08 16:54:51,0
2023/12/08 16:55:02,0
2023/12/08 16:55:13,1
2023/12/08 16:55:24,1
2023/12/08 16:55:34,1
2023/12/08 16:55:45,1
2023/12/08 16:55:56,1
2023/12/08 16:56:07,1
2023/12/08 16:56:18,1
2023/12/08 16:56:28,1
2023/12/08 16:56:39,1
2023/12/08 16:56:50,1
2023/12/08 16:57:01,1
2023/12/08 16:57:11,1
2023/12/08 16:57:22,1
2023/12/08 16:57:33,1
2023/12/08 16:57:44,1
2023/12/08 16:57:54,1
2023/12/08 16:58:05,1
2023/12/08 16:58:16,1
2023/12/08 16:58:27,1
2023/12/08 16:58:37,1
2023/12/08 16:58:48,1
2023/12/08 16:58:59,1
2023/12/08 16:59:10,1
2023/12/08 16:59:20,1
2023/12/08 16:59:31,1
2023/12/08 16:59:42,1
2023/12/08 16:59:53,1
2023/12/08 17:00:04,1
2023/12/08 17:00:14,1
2023/12/08 17:00:25,1
2023/12/08 17:00:36,1
2023/12/08 17:00:47,1
2023/12/08 17:00:57,1
2023/12/08 17:01:08,1
2023/12/08 17:01:19,1
2023/12/08 17:01:30,1
2023/12/08 17:01:41,1
2023/12/08 17:01:51,1
2023/12/08 17:02:02,1
2023/12/08 17:02:13,1
2023/12/08 17:02:24,1
2023/12/08 17:02:35,1
2023/12/08 17:02:46,1
2023/12/08 17:02:56,1
2023/12/08 17:03:07,1
2023/12/08 17:03:18,1
2023/12/08 17:03:29,1
2023/12/08 17:03:39,1
